auth_last,auth_first,publ_date,auth_gender,author_id
Shute,Nevil,1940,M,2718
Shute,Nevil,1940,M,2719
Stevenson,D. E.,1940,F,2720
Upfield,Arthur W.,1940,M,2721
Wheatley,Dennis,1940,M,2722
Wheatley,Dennis,1940,M,2723
White,Ethel Lina,1940,F,2724
Allingham,Margery,1941,F,2725
Buchan,John,1941,M,2726
Cheyney,Peter,1941,M,2727
Cheyney,Peter,1941,M,2728
Christie,Agatha,1941,F,2729
Christie,Agatha,1941,F,2730
Compton-Burnett,I.,1941,F,2731
Du Maurier,Daphne,1941,F,2732
Forester,C. S.,1941,M,2733
Forster,E. M.,1941,M,2734
Heyer,Georgette,1941,F,2735
Heyer,Georgette,1941,F,2736
Hill,Ernestine Hemmings,1941,F,2737
Hilton,James,1941,M,2738
Stewart,J. I. M.,1941,M,2739
Marsh,Ngaio,1941,F,2740
Marsh,Ngaio,1941,F,2741
Marsh,Ngaio,1941,F,2742
McLaverty,Michael,1941,M,2743
Mitchell,Gladys,1941,F,2744
Parry,Dennis,1941,M,2745
Ward,Arthur Henry,1941,M,2746
Stead,Christina,1941,F,2747
Strong,L. A. G.,1941,M,2748
Tranter,Nigel G,1941,M,2749
Tranter,Nigel G,1941,M,2750
Waugh,Alec,1941,M,2751
Wentworth,Patricia,1941,F,2752
Wheatley,Dennis,1941,M,2753
Wheatley,Dennis,1941,M,2754
Brand,Christianna,1942,F,2755
O'Malley,Mary Ann Dolling,1942,F,2756
Cheyney,Peter,1942,M,2757
Christie,Agatha,1942,F,2758
Christie,Agatha,1942,F,2759
Stewart,Alfred Walter,1942,M,2760
Freeman,R. Austin,1942,M,2761
Stewart,J. I. M.,1942,M,2762
Langley,Eve Maria,1942,F,2763
Marsh,Ngaio,1942,F,2764
Sabatini,Rafael,1942,M,2765
Stapledon,Olaf,1942,M,2766
Trease,Geoffrey,1942,M,2767
Walling,R. A. J.,1942,M,2768
Walpole,Hugh,1942,M,2769
Waugh,Evelyn,1942,M,2770
Wheatley,Dennis,1942,M,2771
Wheatley,Dennis,1942,M,2772
Allingham,Margery,1943,F,2773
Cox,Anthony Berkeley,1943,M,2774
Cheyney,Peter,1943,M,2775
Cheyney,Peter,1943,M,2776
Cheyney,Peter,1943,M,2777
Forester,C. S.,1943,M,2778
Yorke,Henry Vincent,1943,M,2779
Heyer,Georgette,1943,F,2780
Stewart,J. I. M.,1943,M,2781
Jameson,Storm,1943,F,2782
Lewis,C. S.,1943,M,2783
Lewis,Eiluned,1943,F,2784
Marsh,Ngaio,1943,F,2785
Marsh,Ngaio,1943,F,2786
Mitchell,Gladys,1943,F,2787
Mitchell,Gladys,1943,F,2788
Postgate,Raymond,1943,M,2789
Stevenson,D. E.,1943,F,2790
Wentworth,Patricia,1943,F,2791
Mercer,Cecil William,1943,M,2792
Chesterton,G. K.,1944,#N/A,2793
Cheyney,Peter,1944,M,2794
Cheyney,Peter,1944,M,2795
Cheyney,Peter,1944,M,2796
Christie,Agatha,1944,F,2797
Christie,Agatha,1944,F,2798
Compton-Burnett,I.,1944,F,2799
Stewart,Alfred Walter,1944,M,2800
Montgomery,Robert Bruce,1944,M,2801
Graham,Gwethalyn,1944,F,2802
Grove,Frederick Philip,1944,M,2803
Heyer,Georgette,1944,F,2804
Lofts,Norah,1944,F,2805
Marsh,Ngaio,1944,F,2806
Maugham,W. Somerset,1944,M,2807
Renault,Mary,1944,F,2808
Shute,Nevil,1944,M,2809
Stapledon,Olaf,1944,M,2810
Stead,Christina,1944,F,2811
Stevenson,D. E.,1944,F,2812
Walmsley,Leo,1944,M,2813
Wentworth,Patricia,1944,F,2814
Whipple,Dorothy,1944,F,2815
Barnes,Margaret Campbell,1945,F,2816
Bullett,Gerald,1945,M,2817
Cheyney,Peter,1945,M,2818
Cheyney,Peter,1945,M,2819
Christie,Agatha,1945,F,2820
Montgomery,Robert Bruce,1945,M,2821
Daniel,Glyn Edmund,1945,M,2822
Dark,Eleanor,1945,F,2823
Dickens,Monica,1945,F,2824
Du Maurier,Daphne,1945,F,2825
MacTaggart,Morna Doris,1945,F,2826
Forester,C. S.,1945,M,2827
Franklin,Miles,1945,F,2828
Gask,Arthur,1945,M,2829
Grant,Joan Marshall,1945,F,2830
Green,F. L.,1945,M,2831
Isherwood,Christopher,1945,M,2832
Lewis,C. S.,1945,M,2833
Miller,Betty,1945,M,2834
Mitchell,Gladys,1945,F,2835
Mitford,Nancy,1945,F,2836
Orwell,George,1945,M,2837
Shute,Nevil,1945,M,2838
Streatfeild,Noel,1945,F,2839
Taylor,Elizabeth,1945,F,2840
Upfield,Arthur W.,1945,M,2841
Wheatley,Dennis,1945,M,2842
Williams,Charles,1945,M,2843
Wright,S. Fowler,1945,M,2844
Mercer,Cecil William,1945,M,2845
Barnes,Margaret Campbell,1946,F,2846
Bates,H. E.,1946,M,2847
Bentley,Phyllis Eleanor,1946,F,2848
Bergner,Herz,1946,M,2849
Brand,Christianna,1946,F,2850
Cheyney,Peter,1946,M,2851
Cheyney,Peter,1946,M,2852
Cheyney,Peter,1946,M,2853
Montgomery,Robert Bruce,1946,M,2854
Deeping,Warwick,1946,M,2855
Farnol,Jeffery,1946,M,2856
Fitzgerald,Barbara,1946,F,2857
Forester,C. S.,1946,M,2858
Mitchell,James Leslie,1946,M,2859
Graves,Robert,1946,M,2860
Heyer,Georgette,1946,F,2861
Stewart,J. I. M.,1946,M,2862
King,Francis,1946,M,2863
Koestler,Arthur,1946,M,2864
Mitchell,Gladys,1946,F,2865
Priestley,J. B.,1946,M,2866
Stead,Christina,1946,F,2867
Stevenson,D. E.,1946,F,2868
Thorndike,Russell,1946,M,2869
Todd,Barbara Euphan,1946,F,2870
Travers,P. L.,1946,F,2871
Upfield,Arthur W.,1946,M,2872
Wheatley,Dennis,1946,M,2873
Wheatley,Dennis,1946,M,2874
White,T. H.,1946,M,2875
Mercer,Cecil William,1946,M,2876
Barnes,Margaret Campbell,1947,F,2877
Christie,Agatha,1947,F,2878
Stewart,Alfred Walter,1947,M,2879
Cooper,Lettice Ulpha,1947,F,2880
Cox,Erle,1947,M,2881
De Wohl,Louis,1947,M,2882
Grove,Frederick Philip,1947,M,2883
Hartley,L. P.,1947,M,2884
Stewart,J. I. M.,1947,M,2885
Jameson,Storm,1947,F,2886
Kennedy,R. S.,1947,M,2887
King,Francis,1947,M,2888
Lindsay,David,1947,M,2889
Marsh,Ngaio,1947,F,2890
Robins,Denise,1947,F,2891
Shute,Nevil,1947,M,2892
Stapledon,Olaf,1947,M,2893
Symons,Julian,1947,M,2894
Taylor,Elizabeth,1947,F,2895
Travers,P. L.,1947,F,2896
Upfield,Arthur W.,1947,M,2897
Wentworth,Patricia,1947,F,2898
Wheatley,Dennis,1947,M,2899
White,T. H.,1947,M,2900
Wilson,Ethel,1947,F,2901
Mercer,Cecil William,1947,M,2902
Allingham,Margery,1948,F,2903
Brand,Christianna,1948,F,2904
Cheyney,Peter,1948,M,2905
Montgomery,Robert Bruce,1948,M,2906
Dickens,Monica,1948,F,2907
Gask,Arthur,1948,M,2908
Yorke,Henry Vincent,1948,M,2909
Heyer,Georgette,1948,F,2910
Lehmann,Rosamond,1948,F,2911
Lemelin,Roger,1948,M,2912
Linklater,Eric,1948,M,2913
Macken,Walter,1948,M,2914
Mitchell,Gladys,1948,F,2915
Prichard,Katharine Susannah,1948,F,2916
Renault,Mary,1948,F,2917
Ward,Arthur Henry,1948,M,2918
Shute,Nevil,1948,M,2919
Upfield,Arthur W.,1948,M,2920
Walling,R. A. J.,1948,M,2921
Walmsley,Leo,1948,M,2922
Waugh,Alec,1948,M,2923
Waugh,Evelyn,1948,M,2924
Wentworth,Patricia,1948,F,2925
Wentworth,Patricia,1948,F,2926
Wheatley,Dennis,1948,M,2927
Wodehouse,P. G.,1948,M,2928
Wright,June,1948,F,2929
Day Lewis,Cecil,1949,M,2930
Bonavia-Hunt,D. A.,1949,F,2931
Christie,Agatha,1949,F,2932
Compton-Burnett,I.,1949,F,2933
Montgomery,Robert Bruce,1949,M,2934
De la Roche,Mazo,1949,F,2935
Du Maurier,Daphne,1949,F,2936
MacTaggart,Morna Doris,1949,F,2937
Garner,Hugh,1949,M,2938
Gask,Arthur,1949,M,2939
Goudge,Elizabeth,1949,F,2940
Gunn,Neil M.,1949,M,2941
Hayes,Alfred,1949,M,2942
Heyer,Georgette,1949,F,2943
Stewart,J. I. M.,1949,M,2944
Marsh,Ngaio,1949,F,2945
McCrone,Guy,1949,M,2946
Mitford,Nancy,1949,F,2947
Hibbert,Eleanor,1949,F,2948
Symons,Julian,1949,M,2949
Taylor,Elizabeth,1949,F,2950
Wentworth,Patricia,1949,F,2951
Wheatley,Dennis,1949,M,2952
Wilson,Ethel,1949,F,2953
Wright,June,1949,F,2954
Wright,S. Fowler,1949,M,2955
Mercer,Cecil William,1949,M,2956
Baron,Alexander,1950,M,2957
Bentley,E. C.,1950,M,2958
Braine,John,1950,M,2959
Brand,Christianna,1950,F,2960
Christie,Agatha,1950,F,2961
Montgomery,Robert Bruce,1950,M,2962
Dark,Eleanor,1950,F,2963
De Wohl,Louis,1950,M,2964
Forester,C. S.,1950,M,2965
Forester,C. S.,1950,M,2966
Franklin,Miles,1950,F,2967
Winterton,Paul,1950,M,2968
Gask,Arthur,1950,M,2969
Goyen,William,1950,M,2970
Graham,Winston,1950,M,2971
Greene,Graham,1950,M,2972
Heyer,Georgette,1950,F,2973
Macken,Walter,1950,M,2974
Mitchell,Gladys,1950,F,2975
Pragnell,Festus,1950,M,2976
Prichard,Katharine Susannah,1950,F,2977
Pym,Barbara,1950,F,2978
Raddall,Thomas Head,1950,M,2979
Ward,Arthur Henry,1950,M,2980
Shute,Nevil,1950,M,2981
Stapledon,Olaf,1950,M,2982
Symons,Julian,1950,M,2983
Tranter,Nigel G,1950,M,2984
Upfield,Arthur W.,1950,M,2985
Upfield,Arthur W.,1950,M,2986
Wentworth,Patricia,1950,F,2987
Wheatley,Dennis,1950,M,2988
Arnold,Francena,1951,F,2989
Asimov,Isaac,1951,M,2990
Asimov,Isaac,1951,M,2991
Buck,Pearl S.,1951,F,2992
Coxe,George Harmon,1951,M,2993
Crane,Frances,1951,F,2994
Davis,Dorothy,1951,F,2995
De Camp,L. Sprague,1951,M,2996
Foote,Shelby,1951,M,2997
Godey,John,1951,M,2998
Hall,Austin,1951,M,2999
Hawkes,John,1951,M,3000
Heinlein,Robert A.,1951,M,3001
Heinlein,Robert A.,1951,M,3002
Jackson,Shirley,1951,F,3003
Jones,James,1951,M,3004
MacDonald,John D.,1951,M,3005
MacDonald,John D.,1951,M,3006
Millar,Kenneth,1951,M,3007
Mailer,Norman,1951,M,3008
Malvern,Gladys,1951,F,3009
Merwin,Sam,1951,M,3010
Shaw,Irwin,1951,M,3011
Simak,Clifford D.,1951,M,3012
Slaughter,Frank G.,1951,M,3013
Smith,E. E.,1951,M,3014
Spillane,Mickey,1951,M,3015
Spillane,Mickey,1951,M,3016
Stone,Irving,1951,M,3017
Stout,Rex,1951,M,3018
Taylor,Phoebe Atwood,1951,F,3019
Taylor,Sydney,1951,F,3020
Williamson,Jack,1951,M,3021
Wouk,Herman,1951,M,3022
Wylie,Philip,1951,M,3023
Armstrong,Charlotte,1952,F,3024
Asimov,Isaac,1952,M,3025
Asimov,Isaac,1952,M,3026
Blochman,Lawrence G.,1952,M,3027
Bowles,Paul,1952,M,3028
Brooks,Win,1952,M,3029
Brown,Fredric,1952,M,3030
Buck,Pearl S.,1952,F,3031
Capote,Truman,1952,M,3032
Costain,Thomas B.,1952,M,3033
Davis,Dorothy,1952,F,3034
Del Rey,Lester,1952,M,3035
Ellison,Ralph,1952,M,3036
Ferber,Edna,1952,F,3037
Gardner,Erle Stanley,1952,M,3038
Gardner,Erle Stanley,1952,M,3039
Gault,William Campbell,1952,M,3040
Griffin,John Howard,1952,M,3041
Heinlein,Robert A.,1952,M,3042
Hemingway,Ernest,1952,M,3043
Hughes,Dorothy B.,1952,F,3044
Jones,Raymond F.,1952,M,3045
Jones,Raymond F.,1952,M,3046
Landon,Joseph,1952,0,3047
MacDonald,John D.,1952,M,3048
MacDonald,John D.,1952,M,3049
Malamud,Bernard,1952,M,3050
McCoy,Horace,1952,M,3051
Nielsen,Helen,1952,F,3052
O'Connor,Flannery,1952,F,3053
Oliver,Chad,1952,M,3054
Powell,Richard,1952,M,3055
Sohl,Jerry,1952,M,3056
Spencer,Elizabeth,1952,F,3057
Spillane,Mickey,1952,M,3058
Vonnegut,Kurt,1952,M,3059
Webb,Jack,1952,M,3060
Yates,Elizabeth,1952,F,3061
Asimov,Isaac,1953,M,3062
Baldwin,James,1953,M,3063
Bellow,Saul,1953,M,3064
Bester,Alfred,1953,M,3065
Bissell,Richard,1953,M,3066
Bradbury,Ray,1953,M,3067
Brown,Fredric,1953,M,3068
Buck,Pearl S.,1953,F,3069
Crane,Frances,1953,F,3070
Crossen,Kendell Foster,1953,M,3071
Davis,Mildred B,1953,F,3072
Eifert,Virginia Louise Snider,1953,F,3073
Evans,E. Everett,1953,M,3074
Fast,Howard,1953,M,3075
Gardner,Erle Stanley,1953,M,3076
Kornbluth,C. M.,1953,M,3077
L'Amour,Louis,1953,M,3078
Lambert,Janet,1953,F,3079
Lasswell,Mary,1953,F,3080
Leiber,Fritz,1953,M,3081
Lesser,Milton,1953,M,3082
Levin,Ira,1953,M,3083
Lowndes,Robert W,1953,M,3084
MacDonald,John D.,1953,M,3085
MacDonald,John D.,1953,M,3086
McCarthy,Mary,1953,F,3087
Michener,James A.,1953,M,3088
Miller,Henry,1953,M,3089
Nathan,Robert,1953,M,3090
Pangborn,Edgar,1953,M,3091
Piper,H. Beam,1953,M,3092
Queen,Ellery,1953,0,3093
Richter,Conrad,1953,M,3094
Shellabarger,Samuel,1953,M,3095
Slaughter,Frank G.,1953,M,3096
Smith,Patrick D.,1953,M,3097
Sohl,Jerry,1953,M,3098
Sohl,Jerry,1953,M,3099
Stout,Rex,1953,M,3100
Stuart,Jesse,1953,M,3101
Sturgeon,Theodore,1953,M,3102
Anderson,Poul,1954,M,3103
Arnow,Harriette Louisa Simpson,1954,F,3104
Asimov,Isaac,1954,M,3105
Beahn,John Edward,1954,M,3106
Bissell,Richard,1954,M,3107
Stubbs,Harry,1954,M,3108
Crane,Frances,1954,F,3109
Del Rey,Lester,1954,M,3110
Farjeon,Eleanor,1954,F,3111
Fast,Howard,1954,M,3112
Foote,Shelby,1954,M,3113
Gardner,Erle Stanley,1954,M,3114
Hayes,Joseph,1954,M,3115
Heinlein,Robert A.,1954,M,3116
Highsmith,Patricia,1954,F,3117
Isherwood,Christopher,1954,M,3118
Jackson,Shirley,1954,F,3119
L'Amour,Louis,1954,M,3120
Lamkin,Speed,1954,M,3121
Jenkins,Will,1954,M,3122
Jenkins,Will,1954,M,3123
Leonard,Elmore,1954,M,3124
MacDonald,John D.,1954,M,3125
MacDonald,John D.,1954,M,3126
Millar,Kenneth,1954,M,3127
Manfred,Frederick Feikema,1954,M,3128
Matheson,Richard,1954,M,3129
McCloy,Helen,1954,F,3130
Mead,Shepherd,1954,M,3131
Michener,James A.,1954,M,3132
Nin,Anais,1954,F,3133
Nourse,Alan Edward,1954,M,3134
Ogilvie,Elisabeth,1954,F,3135
Pace,Mildred Mastin,1954,F,3136
Pohl,Frederik,1954,M,3137
Powell,Dawn,1954,F,3138
Reilly,Helen,1954,F,3139
Robbins,Harold,1954,M,3140
Smith,E. E.,1954,M,3141
Snow,Thad,1954,M,3142
Sohl,Jerry,1954,M,3143
Steinbeck,John,1954,M,3144
Vidal,Gore,1954,M,3145
Welty,Eudora,1954,F,3146
Wylie,Philip,1954,M,3147
Asimov,Isaac,1955,M,3148
Bowles,Paul,1955,M,3149
Brackett,Leigh,1955,F,3150
Brown,Fredric,1955,M,3151
Crane,Frances,1955,F,3152
Dennis,Patrick,1955,M,3153
Dick,Philip K,1955,M,3154
Finney,Jack,1955,M,3155
Flynn,Thomas Theodore,1955,M,3156
Gaddis,William,1955,M,3157
Goyen,William,1955,M,3158
Gunn,James E.,1955,M,3159
Hallam,Atlantis,1955,0,3160
Heinlein,Robert A.,1955,M,3161
Heller,Joseph,1955,M,3162
Zinberg,Leonard S.,1955,M,3163
MacDonald,John D.,1955,M,3164
MacInnes,Helen,1955,F,3165
Mailer,Norman,1955,M,3166
McCarthy,Mary,1955,F,3167
McCloy,Helen,1955,F,3168
Nabokov,Vladimir Vladimirovich,1955,M,3169
Nielsen,Helen,1955,F,3170
Norton,Andre,1955,F,3171
O'Hara,John,1955,M,3172
Puzo,Mario,1955,M,3173
Robbins,Harold,1955,M,3174
Rockwell,Carey,1955,0,3175
Shellabarger,Samuel,1955,M,3176
Sohl,Jerry,1955,M,3177
Stout,Rex,1955,M,3178
Uris,Leon,1955,M,3179
Williams,Charles,1955,M,3180
Williamson,Jack,1955,M,3181
Wouk,Herman,1955,M,3182
Abbey,Edward,1956,M,3183
Armstrong,Charlotte,1956,F,3184
Baldwin,James,1956,M,3185
Brown,Fredric,1956,M,3186
Buck,Pearl S.,1956,F,3187
Byrd,Elizabeth,1956,F,3188
Chute,B. J.,1956,F,3189
Coxe,George Harmon,1956,M,3190
Crane,Frances,1956,F,3191
Daniels,Lucy,1956,F,3192
Davis,Dorothy,1956,F,3193
Del Rey,Lester,1956,M,3194
Del Rey,Lester,1956,M,3195
Dick,Philip K,1956,M,3196
Dick,Philip K,1956,M,3197
Eberhart,Mignon Good,1956,F,3198
Fast,Howard,1956,M,3199
Gault,William Campbell,1956,M,3200
Gold,Herbert,1956,M,3201
Green,Gerald,1956,M,3202
Griffin,John Howard,1956,M,3203
Harris,Mark,1956,M,3204
Heinlein,Robert A.,1956,M,3205
Heinlein,Robert A.,1956,M,3206
Herbert,Frank,1956,M,3207
L'Amour,Louis,1956,M,3208
Zinberg,Leonard S.,1956,M,3209
Lambert,Janet,1956,F,3210
MacDonald,John D.,1956,M,3211
MacDonald,John D.,1956,M,3212
Millar,Kenneth,1956,M,3213
Masterson,Whit,1956,M,3214
Matheson,Richard,1956,M,3215
McCloy,Helen,1956,F,3216
Metalious,Grace,1956,F,3217
Miller,Henry,1956,M,3218
Moore,Pamela,1956,F,3219
Nelson,James,1956,M,3220
Nielsen,Helen,1956,F,3221
Norton,Andre,1956,F,3222
Palmer,Stuart,1956,M,3223
Powell,Richard,1956,M,3224
Reynolds,Jack,1956,M,3225
Richie,Donald,1956,M,3226
Robinson,Frank M.,1956,M,3227
Roos,Kelley,1956,F,3228
Shaw,Irwin,1956,M,3229
Sheen,Fulton J.,1956,M,3230
Shellabarger,Samuel,1956,M,3231
Stout,Rex,1956,M,3232
Asimov,Isaac,1957,M,3233
Bishop,Jim,1957,M,3234
Bradbury,Ray,1957,M,3235
Brown,Fredric,1957,M,3236
Buck,Pearl S.,1957,F,3237
Carr,John Dickson,1957,M,3238
Davis,Dorothy,1957,F,3239
Dick,Philip K,1957,M,3240
Eyster,Warren,1957,M,3241
Farmer,Philip Jose,1957,M,3242
Faulkner,William,1957,M,3243
Freedgood,Morton,1957,M,3244
Gardner,Erle Stanley,1957,M,3245
Giles,Janice Holt,1957,F,3246
Goldman,William,1957,M,3247
Heinlein,Robert A.,1957,M,3248
Heinlein,Robert A.,1957,M,3249
Highsmith,Patricia,1957,F,3250
Jones,James,1957,M,3251
Kerouac,Jack,1957,M,3252
Kohner,Frederick,1957,M,3253
L'Amour,Louis,1957,M,3254
Zinberg,Leonard S.,1957,M,3255
Lambert,Janet,1957,F,3256
MacDonald,John D.,1957,M,3257
Malvern,Gladys,1957,F,3258
Martin,Kenneth,1957,M,3259
McCloy,Helen,1957,F,3260
Moore,C. L.,1957,F,3261
Nabokov,Vladimir Vladimirovich,1957,M,3262
Norton,Andre,1957,F,3263
Okada,John,1957,M,3264
Modell,Merriam,1957,F,3265
Rand,Ayn,1957,F,3266
Sheckley,Robert,1957,M,3267
Sohl,Jerry,1957,M,3268
Stout,Rex,1957,M,3269
Vance,Jack,1957,M,3270
Wechter,Nell Wise,1957,F,3271
Ball,John Dudley,1958,M,3272
Bankowsky,Richard,1958,M,3273
Beahn,John Edward,1958,M,3274
Benson,Ben,1958,M,3275
Berger,Thomas,1958,M,3276
Capote,Truman,1958,M,3277
Chandler,Raymond,1958,M,3278
Cheney,Brainard,1958,M,3279
Coxe,George Harmon,1958,M,3280
Davis,Maggie Hill,1958,F,3281
De Camp,L. Sprague,1958,M,3282
Dennis,Patrick,1958,M,3283
Ellin,Stanley,1958,M,3284
Frankel,Ernest,1958,M,3285
Grau,Shirley Ann,1958,F,3286
Heinlein,Robert A.,1958,M,3287
Highsmith,Patricia,1958,F,3288
Hughes,Langston,1958,M,3289
Humes,H. L.,1958,M,3290
Jackson,Shirley,1958,F,3291
Jones,Raymond F.,1958,M,3292
Kerouac,Jack,1958,M,3293
Kerouac,Jack,1958,M,3294
Koning,Hans,1958,M,3295
L'Amour,Louis,1958,M,3296
MacDonald,John D.,1958,M,3297
MacDonald,John D.,1958,M,3298
Millar,Kenneth,1958,M,3299
MacInnes,Helen,1958,F,3300
Malvern,Gladys,1958,F,3301
Mannix,Daniel P.,1958,M,3302
Maxfield,Henry S,1958,M,3303
Mead,Shepherd,1958,M,3304
Miller,Henry,1958,M,3305
Moll,Elick,1958,0,3306
Pangborn,Edgar,1958,M,3307
Queen,Ellery,1958,0,3308
Salamanca,J. R,1958,M,3309
Seton,Anya,1958,F,3310
Southern,Terry,1958,M,3311
Stacton,David,1958,M,3312
Stout,Rex,1958,M,3313
Sutton,Jeff,1958,M,3314
Taylor,Robert Lewis,1958,M,3315
Voelker,John D.,1958,M,3316
Updike,John,1958,M,3317
Uris,Leon,1958,M,3318
Vance,Jack,1958,M,3319
Williams,Frances Leigh,1958,F,3320
Wilson,Sloan,1958,#N/A,3321
Armstrong,Charlotte,1959,F,3322
Bellow,Saul,1959,M,3323
Burroughs,William S.,1959,M,3324
Caldwell,Taylor,1959,F,3325
Carr,John Dickson,1959,M,3326
Cave,Hugh B.,1959,M,3327
Coffman,Virginia,1959,F,3328
Coker,Elizabeth Boatwright,1959,F,3329
Condon,Richard,1959,M,3330
Connell,Evan S.,1959,M,3331
Dick,Philip K,1959,M,3332
Drury,Allen,1959,M,3333
Fast,Howard,1959,M,3334
Gantz,Kenneth Franklin,1959,M,3335
Gardner,Erle Stanley,1959,M,3336
Gardner,Erle Stanley,1959,M,3337
Heinlein,Robert A.,1959,M,3338
Humes,H. L.,1959,M,3339
Kerouac,Jack,1959,M,3340
Kerouac,Jack,1959,M,3341
Kirkland,Elithe Hamilton,1959,F,3342
Latimer,Jonathan,1959,M,3343
Millar,Kenneth,1959,M,3344
Manfred,Frederick Feikema,1959,M,3345
Marshall,Paule,1959,F,3346
McBain,Ed,1959,M,3347
McBain,Ed,1959,M,3348
Metalious,Grace,1959,F,3349
Miller,Henry,1959,M,3350
Myers,John Myers,1959,M,3351
Nin,Anais,1959,F,3352
Powell,Richard,1959,M,3353
Stern,Daniel,1959,M,3354
Stout,Rex,1959,M,3355
Vale,Eugene,1959,M,3356
Vonnegut,Kurt,1959,M,3357
Wollheim,Donald A,1959,M,3358
Anderson,Poul,1960,M,3359
Bartlett,Paul Alexander,1960,M,3360
Berry,Wendell,1960,M,3361
Bissell,Richard,1960,M,3362
Carr,John Dickson,1960,M,3363
Clifton,Mark,1960,M,3364
De Camp,L. Sprague,1960,M,3365
Doctorow,E. L.,1960,M,3366
Evans,Max,1960,M,3367
Flora,Fletcher,1960,M,3368
Highsmith,Patricia,1960,F,3369
Jhabvala,Ruth Prawer,1960,F,3370
Kerouac,Jack,1960,M,3371
L'Amour,Louis,1960,M,3372
Lesser,Milton,1960,M,3373
MacDonald,John D.,1960,M,3374
Millar,Kenneth,1960,M,3375
MacInnes,Helen,1960,F,3376
Malvern,Gladys,1960,F,3377
Masterson,Whit,1960,M,3378
McBain,Ed,1960,M,3379
McBain,Ed,1960,M,3380
McBain,Ed,1960,M,3381
Norton,Andre,1960,F,3382
O'Connor,Flannery,1960,F,3383
Powell,Richard,1960,M,3384
Richter,Conrad,1960,M,3385
Linington,Elizabeth,1960,F,3386
Shaw,Irwin,1960,M,3387
Sheckley,Robert,1960,M,3388
Sheckley,Robert,1960,M,3389
Sigal,Clancy,1960,M,3390
Southern,Terry,1960,M,3391
Stout,Rex,1960,M,3392
Styron,William,1960,M,3393
Swarthout,Glendon Fred,1960,M,3394
Vance,Jack,1960,M,3395
Wallace,Irving,1960,M,3396
Williams,Charles,1960,M,3397
Williams,John,1960,M,3398
Appel,Benjamin,1961,M,3399
Bankowsky,Richard,1961,M,3400
Brammer,Billy Lee,1961,M,3401
Burroughs,William S.,1961,M,3402
Caldwell,Taylor,1961,F,3403
Calisher,Hortense,1961,F,3404
Carr,John Dickson,1961,M,3405
Daniels,Lucy,1961,F,3406
Davis,Dorothy,1961,F,3407
De Vries,Peter,1961,#N/A,3408
DeCapite,Raymond,1961,M,3409
Dennis,Patrick,1961,M,3410
Galouye,Daniel F,1961,M,3411
Grau,Shirley Ann,1961,F,3412
Hamner,Earl,1961,M,3413
Heinlein,Robert A.,1961,M,3414
Kantor,MacKinlay,1961,M,3415
Koning,Hans,1961,M,3416
L'Amour,Louis,1961,M,3417
Lambert,Janet,1961,F,3418
Leiber,Fritz,1961,M,3419
Leonard,Elmore,1961,M,3420
Millar,Kenneth,1961,M,3421
Malamud,Bernard,1961,M,3422
Masterson,Whit,1961,M,3423
Maxwell,William,1961,M,3424
McBain,Ed,1961,M,3425
McMurtry,Larry,1961,M,3426
Miller,Merle,1961,M,3427
Nin,Anais,1961,F,3428
Percy,Walker,1961,M,3429
Rawls,Wilson,1961,M,3430
Robbins,Harold,1961,M,3431
Speas,Jan Cox,1961,F,3432
Stacton,David,1961,M,3433
Stout,Rex,1961,M,3434
Uris,Leon,1961,M,3435
Vonnegut,Kurt,1961,M,3436
Wallant,Edward Lewis,1961,M,3437
Yates,Richard,1961,M,3438
Baker,Dorothy,1962,F,3439
Bradbury,Ray,1962,M,3440
Burroughs,William S.,1962,M,3441
Cain,James M.,1962,M,3442
Carleton,Jetta,1962,F,3443
Clavell,James,1962,M,3444
Clifton,Mark,1962,M,3445
Crane,Frances,1962,F,3446
Dick,Philip K,1962,M,3447
Dickson,Gordon R,1962,M,3448
Drury,Allen,1962,M,3449
Eberhart,Mignon Good,1962,F,3450
Faulkner,William,1962,M,3451
Friedman,Bruce Jay,1962,M,3452
Gallico,Paul,1962,M,3453
Gardner,Erle Stanley,1962,M,3454
Garrett,Randall,1962,M,3455
Hawkes,John,1962,M,3456
Highsmith,Patricia,1962,F,3457
Hudson,Lois Phillips,1962,F,3458
Jones,James,1962,M,3459
Kazan,Elia,1962,M,3460
Kerouac,Jack,1962,M,3461
Kesey,Ken,1962,M,3462
L'Amour,Louis,1962,M,3463
L'Engle,Madeleine,1962,F,3464
Lasswell,Mary,1962,F,3465
Lurie,Alison,1962,F,3466
MacDonald,John D.,1962,M,3467
MacDonald,John D.,1962,M,3468
Millar,Kenneth,1962,M,3469
McBain,Ed,1962,M,3470
McKenna,Richard,1962,M,3471
Moody,Ralph,1962,M,3472
Nabokov,Vladimir Vladimirovich,1962,M,3473
Norton,Andre,1962,F,3474
Pangborn,Edgar,1962,M,3475
Powers,J. F.,1962,M,3476
Richter,Conrad,1962,M,3477
Robbins,Harold,1962,M,3478
Roth,Philip,1962,M,3479
Seton,Anya,1962,F,3480
Linington,Elizabeth,1962,F,3481
Linington,Elizabeth,1962,F,3482
Stegner,Wallace,1962,M,3483
Steinbeck,John,1962,M,3484
Stout,Rex,1962,M,3485
Swarthout,Glendon Fred,1962,M,3486
Wallace,Irving,1962,M,3487
Yates,Elizabeth,1962,F,3488
